customer_message,clean_customer_message
"Dạ mình nghe ạ'
cho mình xin giá bộ cầu trượt vs đu
mình vừa like ý",dạ mình nghĩ ạ cho mình xin giá bộ cầu trượt với đu mình vừa like ý
có bộ nào rẻ hơn k shop,có bộ nào rẻ hơn không shop
"Mình có loại cầu trượt đơn ạ
shop cho mình loại 1990k nhé
có ship luôn chiều nay giúp mình đc k ?",mình có loại cầu trượt đơn ạ shop cho mình loại 1990k nhé có ship luôn chiều nay giúp mình được không
"nếu b lấy mai hagf bên mk ms ve ạ
vậy mai ship cho mình",nếu bạn lấy mai hagf bên mình mới về ạ vậy mai ship cho mình
"chắc chiều mai ms có ạ
khi nào có báo mình để mình nhwof ng qua nhé",chắc chiều mai mới có ạ khi nào có báo mình để mình nhwò người qua nhé
"k bqajn tiện lên lấy dùm mk
cho mình xin địa chri nhé
để mình nhờ ng qua lấy",không bqạ tiện lên lấy dùm mình cho mình xin địa chri nhé để mình nhờ người qua lấy
"Shop ơi
Sao mình vô tiki k thấy hàng shop vậy",shop ơi sao mình vô tiki không thấy hàng shop vậy
ngựa bập bênh á bạn,ngựa bập bênh á bạn
"Phí ship bạn chịu nha
Ô Đông thap ship bao nhieu",phí ship bạn chị nha ồ đông thap ship bao nhiêu
"Ai tra sip
Minh đc kiem tra hang kg ban",ai tra sip minh được kiểm tra hang kg bạn
Thảm còn ko e,thảm còn không em
"Bé quá b nhỉ
B còn thảm ext ko
B còn thảm ext ko",bé quá bạn nhỉ bạn còn thảm ẽ không bạn còn thảm ẽ không
"Thảm này
Bé hơn
Thảm ext ah b",thảm này bé hơn thảm ẽ ạ bạn
Nếu mình chỉ bắt vít phía dưới có dc ko,nếu mình chỉ bắt vít phía dưới có được không
Bộ bàn lego mình có hàng chưa ạ?,bộ bàn lego mình có hàng chưa ạ
"b ơi b lấy tháp này hay loại nào ạ
Shop ship em nhé",bạn ơi bạn lấy tháp này hay loại nào ạ shop ship em nhé
"Bô mình còn hồng nha
Thế bạn ship giúp mình xe đạp với ạ",bô mình còn hàng nha thế bạn ship giúp mình xe đạp với ạ
Xe thì bn ạ,xe thì bao nhiêu ạ
"Còn màu hồng k shop
Xe này nữa bạn nhé",còn màu hồng không shop xe này nữa bạn nhé
Giá bn vậy e,giá bao nhiêu vậy em
tầm 6h hơn b nhận nhé,tầm 6h hơn bạn nhận nhé
Ok b,ok bạn
"Dạ mình hết mất rồi ạ
Huhu thế à
Có về thêm ko b",dạ mình hết mất rồi ạ huhu thế à có về thêm không bạn
Bao nhiêu cái này vậy em?,bao nhiêu cái này vậy em
"Mai ship cho anh một cái đến 11b cát linh- hà nội.
Sđt 0983097397
Trước 5h chiều cho anh nhé",mai ship cho anh một cái đến 11b cát linh- hà nội số điện thoại 0983097397 trước 5h chiều cho anh nhé
"bạn ck mk gửi nhé
Cho m stk nha
Mau đen nha shop",bạn chuyển khoản mình gửi nhé cho mình số tài khoản nha mẫu đen nha shop
https://shopee.vn/search?keyword=gh%E1%BA%BF%20rung&shop=36371562,https //shopê vn/seảh keywỏ=gh%e1%ba%bf%20rung shop=36371562
dạ 1390k b ạ,dạ 1390k bạn ạ
Dạ c ơi chủ nhật bên e nghỉ,dạ chị ơi chủ nhật bên em nghỉ
"có amuf cam- hồng- tím thôi ạ
Phí ship bn a",có amù cam- hồng- tím thôi ạ phí ship bao nhiêu ạ
"hnay ben mk giao dk k ạ
lc nào bên b giao đến thì gọi số này để lấy đồ: 0973759404",hôm nay bên mình giao được không ạ lc nào bên bạn giao đến thì gọi số này để lấy đồ 0973759404
b ơi b đã check đk ship chưa?,bạn ơi bạn đã check được ship chưa
"bạn đợi chút mk check ship
đến giờ mình vẫn k nhận đk hàng",bạn đợi chút mình check ship đến giờ mình vẫn không nhận được hàng
sr bạn bên mk nghỉ chủ nhẩ,sr bạn bên mình nghỉ chủ nhẩ
Dạ bạn hỏi màu nào của mẫu beko ạ?,dạ bạn hỏi màu nào của mẫu beko ạ
Cho mình xin link shopee của bên shop với ạ,cho mình xin link shopee của bên shop với ạ
"sx tại TQ
Dạ
Cho e suy nghĩ tới chiều nha c",sản xuất tại trung quốc dạ cho em suy nghĩ tới chiều nhà chị
"Xe beko bên m là dòng nào vậy c
Của nước nào c",xe beko bên mình là dòng nào vậy chị của nước nào chị
"Xe mastela xếp lại gọn hơn b beko k c
E đg kiếm xe để mang lên máy bay đi du lịch ấy c",xe mastela xếp lại gọn hơn bạn beko không chị em đg kiếm xe để mang lên máy bay đi du lịch ấy chị
Mình còn bạn ơi,mình còn bạn ơi
"1650k màu đen ạ
Cho m xem hình dc k
Hình lúc mở và xếp lại nha shop
Cho e xem xe mastela luôn nha v
Báo giá e nhé",1650k màu đen ạ cho mình xem hình được không mình lúc mở và xếp lại nha shop cho em xem xe mastela luôn nha vậy báo giá em nhé
"99+30k ship nha b
Gửi cho mình với
Mình ở lai châu
Ship cod dc k b",99+30k ship nha bạn gửi cho mình với mình ở lai châu ship cod được không bạn
https://shopee.vn/search?keyword=gh%E1%BA%BF%20%C3%B4%20t%C3%B4&shop=36371562,https //shopê vn/seảh keywỏ=gh%e1%ba%bf%20%c3%b4%20t%c3%b4 shop=36371562
"Ghế có ngả đc ra sau chút k ạ
Vì bé nhà mình chưa ngồi hẳn đc",ghế có ngả được ra sau chút không ạ vì bé nhà mình chưa ngồi hẳn được
Vingg mình hết bạn ạ,vingg mình hết bạn ạ
Sdt 0355893492,số điện thoại 0355893492
"Shop ui
Có cách nào giao đc cầu trượt bập bênh cho em k ạ",shop ui có cách nào giao được cầu trượt bập bênh cho em không ạ
"The shop đổi cho m màu hồng vì con mih là con gái
Cảm ơn shop",thế shop đổi cho mình màu hồng vì con mình là còn gái cảm ơn shop
"Àh shop
Oi
Đổi cho m cái màu hồng
Cái đó tháo ra giặt đc đúng k b
Thế b đổi màu hồng cho m nhe",ah shop ơi đổi cho mình cái màu hồng cái đó tháo ra giặt được đúng không bạn thế bạn đổi màu hồng cho mình nhé
"Okie bạn, vậy để mình đo chiều ngang xong có j mình báo bạn nhé",okie bạn vậy để mình đo chiều ngang xong có gì mình báo bạn nhé
990+40k,990+40k
"Ok shop
Alo b ouq
Cho mih hoi
Sao cái đai em bé ko thăt đc
em bé nhà mình có 13 tháng
8kg mà ko thắt đc vì chật quá ko kéo dài ra thêm đ
c",ok shop alo bạn ouq cho mình hỏi sao cái đai em bé không thất được em bé nhà mình có 13 tháng 8kg mà không thất được vì chật quá không kéo dài ra thêm đ chị
"Hnay shop ship cho m nhe
M đọc fb thấy màu hồng giá khác",hôm nay shop ship cho mình nhé mình đọc facebook thấy màu hồng giá khác
Tổng của m là bn nhi,tổng của mình là bao nhiêu nhỉ
Chị ơi cầu thang nhà em rộng 104cm thì lấy thanh chắn như nào ạ,chị ơi cầu thang nhà em rộng 104cm thì lấy thanh chắn như nào ạ
"vâng shiop 30k nha
Thế c đặt trên shopee có được free ship ko em",vâng shiop 30k nha thế chị đặt trên shopee có được free ship không em
Mình lắp pin và dùng được r ạ. Cảm ơn bạn. Tại mình thấy có dây sạc.,mình lắp pin và dùng được rồi ạ cảm ơn bạn tại mình thấy có dây sạc
Báo giá m cai này nhé,báo giá mình cái này nhé
"dạ 2350k b ạ
Kích thước cũi Pier bn ạ",dạ 2350k bạn ạ kích thước cũi pier bao nhiêu ạ
Dạ mình còn,dạ mình còn
"C đặt trên shoppee thấy màu này hết rồi
Hic
Màu số 6 còn ko em",chị đặt trên shopee thấy màu này hết rồi hic màu số 6 còn không em
Mẫu này thì bao nhiêu b ơi,mẫu này thì bao nhiêu bạn ơi
"Cái cầu trượt của bộ này có to hơn bộ cả quây cũi k shop
Cầu trươnt 2 bộ này cái nào dài hơn
Và nếu mình mua bộ cầu trượt trc sau này mua thêm bộ quây riêng thì có lắp chung đc ko",cái cầu trượt của bộ này có to hơn bộ cả quây cũi không shop cầu trươnt 2 bộ này cái nào dài hơn và nếu mình mua bộ cầu trượt trước sau này mua thêm bộ quây riêng thì có lắp chung được không
"set 4250k nha bạn
T hỏi ý khác mà b
Giá t biết r",set 4250k nha bạn tớ hỏi ý khác mà bạn giá tớ biết rồi
"Chứ ko thể thành set như kia đâu
Có thể qua tận nơi mua k bạn
Có thể qua tận nơi mua k bạn",chứ không thể thanh set như kia đâu có thể qua tận nơi mua không bạn có thể qua tận nơi mua không bạn
"Mẫu số 6 đúng k em
Màu như vậy đúng k ạ",mẫu số 6 đúng không em màu như vậy đúng không ạ
"Bạn ơi, cho mình hỏi xe này bn ạ",bạn ơi cho mình hỏi xe này bao nhiêu ạ
https://shopee.vn/Thanh-ch%E1%BA%AFn-gi%C6%B0%E1%BB%9Dng-%C4%91i%E1%BB%81u-ch%E1%BB%89nh-%C4%91%E1%BB%99-cao-Mastela-cao-c%E1%BA%A5p-i.36371562.5608005381,https //shopê vn/thanh-ch%e1%ba%à-gi%c6%b0%e1%bb%9dng-%c4%91i%e1%bb%81u-ch%e1%bb%89nh-%c4%91%e1%bb%99-cao-máela-cao-c%e1%ba%a5p-i 36371562 5608005381
https://shopee.vn/M%C3%A1y-pha-s%E1%BB%AFa-cao-c%E1%BA%A5p-Tiny-Baby-Formula-(Nh%E1%BA%ADt-B%E1%BA%A3n)-i.36371562.1470810812,https //shopê vn/m%c3%a1y-pha-s%e1%bb%ầcao-c%e1%ba%a5p-tiny-baby-fỏula- nh%e1%ba%adt-b%e1%ba%a3n -i 36371562 1470810812
Dạ 1010k nha bạn,dạ 1010k nha bạn
"k thì bên mk gửi luon ve quê b
Km tới bao giờ shop
Cái này mình dùng ở tphcm
Mà đóng lại có gọn ko ta, gửi về thanh hoá, rồi mình tự mang vào sg",không thì bên mình gửi luôn về quê bạn khuyến mại tới bao giờ shop cái này mình dùng ở thành phố hồ chí minh mà đúng lại có gọn không ta gửi về thanh hoá rồi mình tự mang vào sài gòn
"Ôi lâu quá, t7 này mình lại về quê mất rồi",ôi lâu quá t7 này mình lại về quê mất rồi
Bạn hỏi mẫu nào ạ?,bạn hỏi mẫu nào ạ
Cho mình xin giá set này với ạ,cho mình xin giá set này với ạ
Đồ chơi này có nhạc ko a,đồ chơi này có nhạc không ạ
shop còn màu gì,shop còn màu gì
ra kho lấy hàng có thanh toán thẻ đc ko shop?,ra kho lấy hàng có thanh toán thẻ được không shop
"dạ ko bạn ạ
Ship về quy nhơn bn ạ",đã không bạn ạ ship về quy nhơn bao nhiêu ạ
"bạn nhận tối dk k ak
Đc nhé ạ",bạn nhận tối được không à được nhé ạ
bạn ơi tay bé cho xg duwosi ạ,bạn ơi tay bé cho xg dưsi ạ
mình  k còn ạ,mình không còn ạ
"Mình còn ạ
ship Biên Hòa Đồng Nai phí như thế nào ạh?",mình còn ạ ship biên hòa đồng nai phí như thế nào ạh
https://shopee.vn/Xe-ch%C3%B2i-ch%C3%A2n-c%C3%B3-b%C3%A0n-%C4%91%E1%BA%A1p-cao-c%E1%BA%A5p-Motion-i.36371562.3213103696,https //shopê vn/xe-ch%c3%b2i-ch%c3%a2n-c%c3%b3-b%c3%a0n-%c4%91%e1%ba%a1p-cao-c%e1%ba%a5p-motion-i 36371562 3213103696
"Mình muốn mua mấy món này shop báo đơn
Và có chế độ khuyến mãi j ko",mình muốn mua mấy món này shop báo đơn và có chế độ khuyến mãi gì không
"Bạn check tk nha
Ship được trong chiều nay cho mình càng tốt
Đóng thùng gói cẩn thận giúp mình mình đem đi tặng cho chị kia mà",bạn check tài khoản nha ship được trong chiều nay cho mình cũng tốt đóng thùng gói cẩn thận giúp mình mình đem đi tặng cho chị kia mà
"Địa chỉ: toà Glex 52 lê đại hành 
Người nhận : chị Huyền sdt : 038 9604008
Xe đẩy gấp gọn b beko xám",địa chỉ toà glẽ 52 lê đại hành người nhận chị huyền số điện thoại 038 9604008 xe đẩy gấp gọn bạn beko xám
"https://www.facebook.com/shopgauvabingo/posts/2354229071554084?__xts__%5B0%5D=68.ARAmTZszBsGFM-_fvWKcl04AJxoHvZMxPZZhFMXY5WsSPaoJGP5Clah0A7Hly-Kybi5msN67rGduqBU16m-iTfUsF17VDguNQjUik0STcD9bK2SBMebER8-aXIt1JQj2sKa-x8TyGlfg16TySbI78g8t6Qs6VAYYrTYUJ-ai_ydwI-9l4AMdWo54rSZqfxjhMe2r9UgUbz6rx-xn7W4nwn4EqqGklW97kYW7KRQd969VVME0U_CthV9b8G6Uabg-nus_uD3vD1XLUnij2rFbb8ePFYprQIwNQ05vYUfD7_RMI84wmynl2Jns4KIqdBkB_O1v7F-ev6RgItDW75qS2rUDI8NN&__tn__=-R
nhầm là xe b - beko chứ
là xe này màu xám nha bạn",https //www facebook com/shopgauvabingo/posts/2354229071554084 __xts__%5B0%5D=68 ARAmTZszBsGFM-_fvWKcl04AJxoHvZMxPZZhFMXY5WsSPaoJGP5Clah0A7Hly-Kybi5msN67rGduqBU16m-iTfUsF17VDguNQjUik0STcD9bK2SBMebER8-aXIt1JQj2sKa-x8TyGlfg16TySbI78g8t6Qs6VAYYrTYUJ-ai_ydwI-9l4AMdWo54rSZqfxjhMe2r9UgUbz6rx-xn7W4nwn4EqqGklW97kYW7KRQd969VVME0U_CthV9b8G6Uabg-nus_uD3vD1XLUnij2rFbb8ePFYprQIwNQ05vYUfD7_RMI84wmynl2Jns4KIqdBkB_O1v7F-ev6RgItDW75qS2rUDI8NN __tn__=-R nhầm là xe b - beko chứ là xe này màu xám nha bạn
bàn ghế 1 truieeu,bàn ghế 1 truiê
"Mình đang đặt bể bơi trên shope
Mình muốn mua thêm 1 số đồ chơi tắm thì chọn mẫu nào đc ạ",mình đang đặt bể bơi tròn shope mình muốn mua thêm 1 số đồ chơi tắm thì chọn mẫu nào được ạ
"Quây bóng Hola chính hãng gồm 2 size: 1m5 x 1m8 & 1m8 x 2m
Full bộ gồm:

. 01 quây bóng
. 01 thảm chống 2 mặt XPE
. 01 cột bóng rổ
. 100 bóng Pastel

Size 1m5 x 1m8 Gấu & Bí Ngô giá KM chỉ 2150K
Size 1m8 x 2m Gấu & Bí Ngô giá KM chỉ 2450K

Hỗ trợ Freeship tại Nội thành Hà Nội.
Hỗ trợ Fresship qua nhà xe với các tỉnh thành gần Hà Nội

Ảnh Phan Ánh Phượng tham khảo tại đây giúp mình:  https://www.facebook.com/1454523434857990/posts/2157143434595983?sfns=mo",Quây bóng Hola chính hãng gồm 2 size  1m5 x 1m8   1m8 x 2m Full bộ gồm     01 quây bóng   01 thảm chống 2 mặt XPE   01 cột bóng rổ   100 bóng Pastel  Size 1m5 x 1m8 Gấu   Bí Ngô giá KM chỉ 2150K Size 1m8 x 2m Gấu   Bí Ngô giá KM chỉ 2450K  Hỗ trợ Freeship tại Nội thành Hà Nội  Hỗ trợ Fresship qua nhà xe với các tỉnh thành gần Hà Nội  Ảnh Phan Ánh Phượng tham khảo tại đây giúp mình   https //www facebook com/1454523434857990/posts/2157143434595983 sfns=mo
mẫu treen1 350k,mẫu trên 1 350k
"Mình ở hn thôi
Nhưng mình đặt hàng rồi ah",mình ở hà nội thôi nhưng mình đặt hàng rồi ạ
"Ah ý mình là có những mẫu nào vậy ạ?
Mình ko chọn đc
Mình ko biết mẫu nào ấy
Với bên bạn bán theo set hay có bán lẻ ko ah
Với mình được mua thêm bộ xúc cát giá 65k ấy
Cho mình link luôn",ạ ý mình là có những mẫu nào vậy ạ mình không chọn được mình không biết mẫu nào ấy với bên bạn bán theo set hay có bán lẻ không ạ với mình được mua thêm bộ xúc cát giá 65k ấy cho mình link luôn
Mình có sănz xe chòi chân k,mình có sănz xe chòi chân không
"Có màu khác k shop
Thế ah
Vậy bên b còn kệ nào nhiều ngăn như vậy k",có màu khác không shop thế ạ vậy bên bạn còn kệ nào nhiều ngăn như vậy không
"Sao ah
Vâng",sao ạ vâng
"Dạ bạn ơi mình xin lỗi
Mình ở vinhome D capitale tòa C7 trần duy hưng trung hòa cầu giáy",dạ bạn ơi mình xin lỗi mình ở vincom d capitale tòa c7 tuần duy hưng trung hòa cầu giấy
"Ok shop
Vậy ship cho mình nhé
Minhg ở trần duy hưng trung hòa cầu giấy",ok shop vậy ship cho mình nhé minhg ở trên duy hưng trung hòa cầu giấy
"Shop oi
Bên shop có kệ để đồ chơi nhiều ngăn k ah
Kệ này giá bn ah",shop ơi bên shop có kệ để đồ chơi nhiều ngăn không ạ kệ này giá bao nhiêu ạ
"Thảm cuộn cho bé, cho mình xem mẫu đi shop",thảm cuộn cho bé cho mình xem mẫu đi shop
B ơi cho m giá néh,bạn ơi cho mình giá néh
Mình xin giá bộ này nhé b,mình xin giá bộ này nhé bạn
còn màu xanh ko ạ,còn màu xanh không ạ
"bạn ơi cho mình đặt thêm bộ này màu hồng nhé
ship đến số nhà 77 ngõ 27 Đại Cồ Việt - Hai Bà Trưng nhé
chị Thuỳ 0976123822",bạn ơi cho mình đặt thêm bộ này màu hồng nhé ship đến số nhà 77 ngõ 27 đại cồ việt - hai bà trưng nhé chị thu 0976123822
"Chào Lê Lan Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô",chào lê lan anh mình là trợ lý ảo của shop gấu bí ngô
"cước về địa chỉ của bạn gửi qua viettel post là 323k ạ
Ok c gửi e chưa",cước về địa chỉ của bạn gửi qua viettel post là 323k ạ ok chị gửi em chưa
"Bên mình còn bán hồ cho bé bơi kg
Bé sơ sinh bạn",bên mình còn bán hồ cho bé bơi kg bé sơ sinh bạn
Giá bnhieu shop,giá bao nhiêu shop
"vì hag bên e k cos ẵn
Thế mai bạn giao qua toà hateco, yên sở, hoàng mai giúp mình nhé",vì hag bên em không có ẵn thế mai bạn giao qua toà hateco yên sở hoàng mai giúp mình nhé
"vì nếu đặt sáng kho có thể giao trong ngày nhưng bh a đặt mai ben e ms giao dk ạ
Thế ạ
Mai e lại ko ở nhà lúc nào :(",vì nếu đặt sáng kho có thể giao trong ngày nhưng bảo hành ạ đặt mai ben em mới giao được ạ thế ạ mai em lại không ở nhà lúc nào
ghế này bn ạ,ghế này bao nhiêu ạ
ship quy nhơn bao nhiu ạ,ship quy nhơn bao bao nhiêu ạ
"Shop ơi cho mình xin số đt với
Mình đặt hàng xe này
https://shopee.vn/Xe-%C4%91%E1%BA%A9y-2-chi%E1%BB%81u-cao-c%E1%BA%A5p-Mastela-i.36371562.3513739177
Trong chiều nay shop chuyển cho mình đc ko
Xe màu đen nhé
Địa chỉ số 24 ngõ 156 hồng mai
Số điện thoại 0986249838
Shop liên hệ mình nhé",shop ơi cho mình xin số điện thoại với mình đặt hàng xe này https //shopê vn/xe-%c4%91%e1%ba%a9y-2-chi%e1%bb%81u-cao-c%e1%ba%a5p-máela-i 36371562 3513739177 trong chiều nay shop chuyển cho mình được không xe màu đen nhé địa chỉ số 24 ngõ 156 hồng mai số điện thoại 0986249838 shop liên hệ mình nhé
