sentence,og_sentence,kmeans_cluster,x,y
quét mã qr không thấy ra,Quét mã QR k thấy ra,1,-24.31258,5.437157
hướng dẫn lắp cầu trươnt lấy ở đâu,Hướng dẫn lắp cầu trươnt lấy ở đâu,0,19.89991,9.873564
mai lại phải hẹn lại giờ nhận,Mai lại phải hẹn lại giờ nhận,0,-11.702186,5.471957
cố gắng cho tớ hôm nay được không vì tớ hẹn rồi,Cố gắng cho t hnay đc k vì t hẹn rùi,0,-5.297764,16.631762
đang dọn nhà quên không để hxuong,Đang dọn nhà quên ko để hxuong,0,-14.71624,19.390247
mình vưqf gọi rồi,Mình vưqf gọi rồi,0,-4.112257,-17.537325
đây,Đây,5,68.85289,21.903578
gửi về được này cho mình nhé,Gửi về đc này cho mình nhé,3,51.946831,-41.062595
0916135586,0916135586,2,-11.203824,-48.661163
ngân hàng bưu điện liên việt pgd ý yên yên tiến ý yên nam định,"Ngân hàng bưu điện liên việt pgd ý yên, yên tiến, ý yên, nam định",0,11.83072,12.573763
họ nhận tới 21h,Họ nhận tới 21h,4,-2.341632,34.537903
bọc phần trên đi,Đọc phần trên đi,3,18.45303,-19.765684
đến hôm trước mình bảo bạn kệ đó,Đơn hôm trước mình bảo bạn kê đó,0,3.56551,22.518929
mình nhận đx tiền rồi,Mình nhận đx tiền rồi,1,-38.519863,4.945841
uhm,Uhm,2,-43.775517,-50.962143
tớ đưa hình rõ ràng,T đưa hình rõ ràng,4,-4.896417,32.240227
loại khác à,Loại khác à,5,10.796262,44.446613
bạn bấm lại vào link đi,Bạn bấm lại vào link đi,2,0.730159,-31.644146
shop cho hỏi,Shop cho hỏi,3,37.072689,-40.705013
nguyễn thị ngân số nhà 20 đường nguyễn biên thị trấn cẩm xuyên huyện cẩm xuyên tỉnh hà tĩnh,"Nguyễn thị ngân, số nhà 20, đường nguyễn biên, thị trấn cẩm xuyên, huyện cẩm xuyên, tỉnh hà tĩnh",0,-11.486841,-15.237798
với tính tổng tiền cho mình với ạ,Vơi tính tổng tiền cho m với ạ,3,32.41478,-26.181849
vậy lấy mình 1 bộ nhé,Vậy lấy m 1 bộ nhé,5,35.50333,16.305111
bé mình mới 3 tháng tuổi à,Bé mình mới 3 tháng tuổi à,0,29.366423,3.25941
mấy tháng tuổi ngồi được,Mấy tháng tuổi ngồi được,5,18.560989,33.569206
bạn giao sớm giúp mình để ông bà còn chở cũi về cho mình luôn nhé,B giao sớm giúp m để ông bà còn chở cũi về cho m luôn nhé,3,16.538277,-37.596169
đx bạn nha,Đx b nha,4,-12.134854,32.581726
mình mua 2 thanh nối thêm là 2 size khác nhau nha,Mình mua 2 thanh nối thêm là 2 size khác nhau nha,5,22.878014,37.073822
2059 chứ nhỉ,2059 chứ nhỉ,1,-57.241985,-0.281828
ạ 2 thanh nối mình lấy 2 loại khác nhau nha 1 loại 12cm và 1 loại 36cm,"Ah 2 thanh nối mình lấy 2 loại khác nhau nha, 1 loại 12cm và 1 loại 36cm",0,1.567461,17.471144
fatz,Fatz,1,-56.651653,7.493958
tầm khoảng 1 triệu thôi ý,Tầm khoảng 1 tr thui ý,4,1.721632,32.126709
chốt gửi hàng cho mình,Chốt gửi hàng cho mình,3,56.100384,-34.738979
bạn check xong chưa,Bạn check xong chưa?,1,-23.233673,-0.630893
mắc vậy hả,mắc vậy hả,1,-49.88269,-1.944222
0934017388,0934017388,4,-28.180143,45.258644
lê hoang hai yen,le hoang hai yen,4,-24.722191,33.297726
cốc topaz city 180 cao lỗ p4 q8 thành phố hồ chí minh em nha,"cc topaz city 180 cao lỗ, p4 q8, tphcm em nha",2,4.939172,-75.515518
láng,Láng,0,0.455346,-20.878407
0932234429,0932234429,1,-62.891983,-5.635774
764 lăng nhé,764 lăng nhé,5,17.469593,26.657629
về ý yến nam định,Về ý yến. Nam định,1,-29.004976,6.917259
à bộ trang 450,À bô thang 450,0,7.857693,-14.051504
shop gửi được không,sh gửi đc ko,2,-28.728949,-58.384937
check lên đơn xong chuyển luôn giúp mình nhé,check lên đơn xong chuyển luôn giúp m nhé,3,25.163435,-53.702557
nên mình đang gửi sớm giúp em nhé,nên mình đóng gửi sớm giúp e nhé,2,11.060945,-40.547363
chị lấy quây nhựa í,C lấy quây nhựa í,3,19.590582,-11.128044
1 6m x 1 8m em nhé,"1,6m x 1,8m e nhe",2,-16.6873,-20.178434
vậy thôi chị lấy cái nhựa kia,Vây thôi c lấy cái nhựa kia,0,8.554629,11.852889
thế phải khoan đất ạ,Thế fai khoan đất ah,0,4.984931,-4.429704
uh em ạ,Uh em ah,3,68.877579,-7.834315
bạn ấy bận không xly em ạ,B ấy bận ko xly em ah,0,-7.773269,2.741899
chị qên mất không báo lại em là không xly được chị phải lấy cái dây để buộc,"C qên mất ko báo lại e là ko xly đc, c fai lấy cái dây để buộc",0,9.907876,2.876866
em báo anh ấy qa xly cho chị cái này luôn nhé,E báo anh ấy qa xly cho c cái này luôn nhe,0,10.927343,-8.983595
chị đang chờ ở đây,C đang chờ ở đây,0,15.588232,14.745744
bạn có mẫu này kg,ban co mẫu nay kg,1,-42.237988,-29.288174
ạ làm thanh ghế ăn luôn à,à.lam thanh ghế ăn lun à,3,27.254711,-25.040085
thì khác nhau chỗ nào,thi khac nhau chỗ nao,4,4.738991,48.443115
trong ngày được thì tốt nhé,Trong ngày được thì tốt nhé,2,6.528585,-44.319973
đến số 57 ngõ 444 đội cấn,Đến số 57 ngõ 444 đội cấn,4,1.308641,49.887642
cho mình 1 bộ này nhé,Cho m 1 bộ này nhé,3,49.540676,-37.731464
không đổi nha,Ko đổi nha,5,44.894909,20.046408
con xám nha,Con xám nha,2,-23.608776,-28.052029
mình chuyển tiền con thú nhún ngựa rồi nha,Mình chuyển tiền con thú nhún ngựa rồi nha,0,-7.366903,22.030661
giao vào thành phố hồ chí minh khoảng mấy ngày vậy ạ,Giao vào tphcm khoảng mấy ngày vậy ạ?,2,4.6429,-77.127342
lấy em 1 bộ tàu này nhé,Lấy e 1 bộ tàu này nhé,5,44.163857,5.750068
huhu,Huhu,4,-9.406654,81.360924
cho mình xin ảnh nhea,Cho m xin ảnh nhea,3,59.432472,-25.258553
cho mình cái bập bênh nhot nhé,Cho m cái bập bênh nhot nhé,3,38.094227,-30.878149
bộ này nữa nhé,Bộ này nữa nhé,3,32.640205,1.169066
667 nguyễn văn cừ cửa hàng ép tuyo thuỷ lực,667 Nguyễn Văn Cừ (cửa hàng ép tuyo thuỷ lực),0,-16.301224,7.438457
đây ạ,Đây ạ,5,68.9842,49.742558
0904636995,0904636995,5,10.741673,39.08786
vây ạ,Vay ah,4,7.508376,67.503212
check là không phải mua thêm thanh chắn,Chắc la k phai mua them thanh chắn,1,-34.159824,19.805805
1 cái 80 cm 1 cái 70 cm,"1 cái 80 cm,1 cái 70 cm",3,49.53397,-8.40588
mình đo rồi,Minh đo roi,1,-34.590019,14.952518
cho mình 2 tháng chắc đen số 341 vũ tông phan,Cho minh 2 thang chắn đen số 341 vũ tông Phan,3,41.480537,-28.403358
mình mua để đi du lịch,Mình mua để đi du lịch,1,-44.771938,22.26156
vậy thôi bạn,Vậy thôi bạn,2,-31.254574,-31.689522
chung cư 5ạ lê đức thọ 0977904678,Chung cư 5a lê đức thọ 0977904678,0,17.259293,5.004793
kệ cả hàng nhỏ,Kể cả hàng nhỏ,4,-18.735054,42.299252
mình không biết lắp bé sơ sinh dùng được không bạn,M k biết lắp bé sơ sinh dùng dc k b,2,-21.00934,-55.033703
bạn lắp cho mình được không,B lắp cho m dc k,2,-17.381496,-66.500069
sẵn không bạn,Sẵn k b,2,-11.890918,-61.08746
không bán theo món là qây xích đu ạ,K bán theo món là qây & xích đu ạ ?,0,-22.995773,13.772865
là bán nguyên set hoặc bán riêng bộ qây,"Là bán nguyên set , hoặc bán riêng bộ qây",0,-10.08029,18.962626
comfy bộ xích đu thêm ạ của bộ vương miện này,Cobf bộ xích đu thêm ạ của bộ vương miện này ?,0,-13.33676,1.423858
mình ở hồ chí minh phí vận chuyển sao ạ,M ở hcm phí vc sao ạ,2,4.193756,-75.618759
0961355493,0961355493,4,-33.821217,23.223194
bé không,Bé Ko,4,-46.18161,37.652191
bé không,Bé Ko,4,-46.18161,37.652191
vây bgio co chương trình ho tro gia vay shop,Vây bgio co ctrinh ho tro gia vay sh,4,-15.32658,26.957266
vây ạ,Vậy a,4,7.508376,67.503212
dây này shop,Đây nay sh,5,18.545506,19.154266
shop cho mình hỏi máy tiệt trùng sấy khô fat bgio gia nao bạn,Sh cho minh hoi may tiệt trùng sấy khô fat bgio gia nao bạn,3,53.566723,-26.60957
mình cũng không hỏi ở nhà,Mình cũng ko hỏi ở nhà,1,-30.809978,11.997326
mình đi làm không ở nhà ạ,Mình đi làm ko ở nhà ạ,5,31.876732,47.904552
số mẹ mình,Số mẹ mình,1,-24.276146,-15.78572
0913532640,0913532640,2,-15.312718,-27.506769
0986846676,0986846676,5,30.808718,30.079157
số 01 ngách 25 ngõ 505 trần khát chân hà nội ạ,Số 01 ngách 25 ngõ 505 Trần Khát Chân Hà Nội ạ,5,19.899998,17.398832
khoảng mat không ạ,thoang mat ko ạ,2,-22.880362,-65.235062
em không ạ,êm ko ạ,2,-22.884304,-66.485985
bé em 7m,bé e 7m,1,-31.031448,9.979025
thks bạn ạ,Thks b ạ,1,-42.999569,-16.093679
0977549284,0977549284,4,-11.455441,63.24942
nguyễn thị thu hương,Nguyễn thị thu hương,0,12.025508,20.713127
ngọc trì-kim hoa-mê linh-hà nội,Ngọc trì-kim hoa-mê linh-hà nội,5,22.602978,31.603022
cái cầu tuột con hang không chị,cai cau tuot con hang k chi,2,-16.972118,-22.090179
em không dac shôe dau,e k dac shoope dau,5,11.972954,27.032995
em đi ra bưu điện em gửi nek,e đi ra bưu điện e gửi nek,1,-35.880497,13.243908
vừa cho thành đẩy được ạ,Vừa cho thành đẩy được ạ,5,14.075144,36.484474
vừa ladm ghế bập bênh được,Vừa ladm ghế bập bệnh được,0,-8.212065,-19.689871
vậy để em thử đặt,Vậy để e thử đặt,0,11.182661,6.406231
nếu được hôm nay thì tốt nhất ạ,Nếu đc hnay thì tốt nhất ạ,5,34.454655,4.882159
vậy thứ 2 ạ,Vậy thứ 2 ạ,1,-52.823742,19.662207
mai là thứ 7 em không đi làm,Mai là thứ 7 e ko đi làm,0,16.386143,-6.96138
được không ạ,Đc k ạ?,2,-31.514814,-65.865837
áo mưa bạn,Áo mưa b,5,16.611769,27.660988
người chuyển đỗ thị hằng nga,Người chuyên đỗ thị hằng nga,0,-5.364447,-11.70606
mình chuyển cọc 1 triệu nhé,Mình chuyen cọc 1 tr nhé,0,-5.276095,6.930583
sao lại 195x2 mua 1 con thôi mà,Sao lại  195x2 .mua 1 con thôi  mà,0,9.454096,-1.971368
0976750709,0976750709,4,-39.757401,35.021431
to n09b2 khu đô thị mới dịch vọng nhé,toà n09b2 khu đô thị mới dịch vọng nhé,0,19.83041,5.433676
cao vậy hả shop,Cao vậy hả shop,2,-5.969309,-25.653872
quây bóng toy house ý ạ,Quây bóng toy house ý ah,0,9.78635,-3.978057
p411 bạn nhé,P411 bạn nhé,2,2.844806,-51.378956
done nhé,Done nhé,2,-49.889591,-45.522411
cho tớ skt,cho tớ skt,1,-40.379181,4.417708
hay quá,May quá,4,-10.598498,54.254086
mình gọi nói chuyện cho nhanh,Mình gọi nói chuyện cho nhanh,1,-35.696991,3.341789
mình nhờ chút với ạ,Mình nhờ chút với ạ,0,-8.616985,-5.09048
sang tuần mình về nghỉ tết rồi,Sang tuần mình về nghỉ tết r,0,-0.288296,-8.944363
bạn chở qua luôn giúp mình chứ t6 cuối tuần họ đông khách nh đồ họ không nhận đâu ạ,Bạn chở qua luôn giúp mình chứ t6 cuối tuần họ đông khách nh đồ họ k nhận đâu ạ,2,5.319841,-30.648764
lớn hơn không chị,Lớn hơn k c,2,7.179609,-32.484085
vậy có loại nào lớn hơn rồi chị,V có loại nào lớn hơn r c,4,-10.401017,47.813488
2 bé tắm 1 lần đủ không ạ,2 bé tắm 1 lần đủ ko ạ,2,-20.394081,-52.564144
lấy 1 ngựa 2 bộ 1 ghế,"Lay 1 ngụa, 2 bô, 1 ghế",3,30.802299,-0.157926
phía trên 92 cm phía dưới 90 cm như ảnh trên,Phía trên 92 cm phía dưới 90 cm như ảnh trên,0,7.140826,9.89002
trước shop báo mình 4890k mà,Trc shop báo mình 4890k mà,0,11.982372,-21.375902
em trả tiền mặt nhé,E trả tiền mặt nhé,1,-33.24004,16.645979
fatz,fatz,1,-56.651653,7.493958
em mới gọi điện đặt hàng máy tiệt trùng ftaz,E mới gọi điện đặt hàng máy tiệt trùng Ftaz,0,0.868749,-15.677717
nguyễn thị phương phương,Nguyễn thị phương phương,0,7.364918,25.692633
vietcombank,Vietcombank,4,4.786343,57.019409
1111000475066,1111000475066,1,-47.336502,-8.522251
thế em không lấy nữa à,Thế e ko lấy nữa ak,3,21.981863,-8.890246
ghế ăn dặm ạ,Ghế ăn dặm ah,4,-1.509221,62.447506
ghế mình gửi ảnh ấy ạ,Ghế mình gửi ảnh ấy ạ,1,-53.532887,14.958874
293 đường cầu giấy,293 đường cầu giấy,0,5.82752,-5.218078
mình lấy voi thông minh với xếp chồng thả bóng,Mình lấy voi thông minh vs xếp chồng thả bóng,0,-9.584259,-0.756095
mua hàng nhé bạn,Mùa hồng nhé bạn,5,11.3536,30.662649
gửi nhanh dùm mình được kg,Gủi nhanh dùm mình đc kg,5,20.219467,13.420321
208 nguyễn hữu cảnh p22 q binh thanh thành phố hồ chí minh 0966397990 trang nguyen,"208 Nguyen Huu Canh,P22,Q.Binh Thanh,Tphcm
0966397990 Trang Nguyen",2,4.805057,-74.732422
được nhé ạ,Đc nhé ạ,5,18.039011,26.917198
cho mình xin,Cho mình xin,3,61.513264,-26.875856
0904525011,0904525011,0,4.627861,-20.483294
mình vwuà dặn bà rồi,mình vwuaf dặn bà rồi,0,-16.335936,-0.673728
bác gọi lại giúp mình nhé,báo gọi lại giúp mình nhé,3,25.479834,-54.215
ừ vẫn 91 nguyễn chí thanh bạn à,"ừ, vẫn 91 nguyễn chí thanh b à",0,-4.006057,24.293871
2 cái nè là 1 đồ cách lắp thui ạ hay là 2 sản phẩm,2 cái nè là 1 do cách lắp thui ah hay là 2 sản phẩm,0,-4.675177,10.681066
ùa,Ùa,3,26.823849,-14.185323
vậy chứ giao nhanh được không,Zậy chứ giao nhanh dc ko,2,-23.819353,-50.822182
oh,Oh,2,19.872,-71.422363
t7 á,T7 á,5,26.826881,10.162797
ở sài gòn,Ở sài gòn,2,-33.982914,-41.331425
không biết tới kip trước tết không ạ,Ko biet tới kip trc tết ko ạ,5,38.919849,6.131493
em có đặt địu cho bé hwa,E có đặt diu cho bé hwa,2,-18.95583,-21.240299
mình lấy con hồng nhé,M lấy con hồng nhé,3,49.204609,3.904176
cho mình hỏi cả bộ này nữa,Cho m hỏi cả bộ này nữa,3,55.318848,-28.280729
cái cao nhất là 1350k ạ,Cái cao nhất là 1350k a,4,2.212237,49.751209
shop gửi em kệ tu nhé,Shop gửi e kệ tu nhé,1,-29.990364,0.966086
sao phí đac thế shop,Sao phí đac thế shop,4,-29.398607,32.051586
mình ở thành phố hồ chí minh,Mih o tphcm,2,4.88677,-81.437561
nếu mình muốn lấy 2 ghế có được kg shop,Nếu mình muốn lấy 2 ghế có được kg shop,5,36.372417,44.727852
mặt bàn mình có thay đổi được kg shop,Mặt bàn mình có thay doi được kg shop,0,-1.528172,2.759618
tay ta,Zay ta,4,-22.332582,26.689575
sao hôm bữa báo em là 680k,Sao hôm bữa báo e là 680k,5,24.18541,23.985025
xong thì bạn bô grap delivẻ sang nhà cho mình nhé,Xong thì bạn book grap deliver sang nhà cho mình nhé,3,26.960842,-33.935703
đây bạn nhé,Đây bạn nhé,2,-0.944793,-52.165855
hàng đến mình gửi tiền,Hàng đến mình gửi tiền,0,-0.605621,-2.011636
thôi đành thế vậy,Thôi đành thế vậy,4,-30.036442,49.523857
mình không thấy ai gọi,Mình ko thấy ai gọi,1,-41.255211,-6.502141
32 phùng khắc khoan p phước mỹ thành phố phan rang tháp chàm ninh thuận,"32 phùng khắc khoan, p phước mỹ, tp phan rang tháp chàm ninh thuận",2,-2.931965,-29.640085
còn ghế ngồi với mấy tiệt trung shop,Còn ghế ngồi vs mấy tiệt trubgf shop?,0,-10.706001,10.040111
0987557803,0987557803,4,9.139587,51.445889
trong size bé nhé,Trắng sz bé nhé,0,-2.145358,-21.416473
gửi tớ với,Gửi tớ với,4,-0.970025,48.858883
không phải không s luon,K pk s luon,3,33.560509,-27.944857
em hỏi đó nặng 20kg không,E hoi đó nặng 20kg k,5,25.036455,41.200626
mình đặt giúp,Mình đặt giúp,5,53.429897,39.7658
thảm 0768483584,Thảo: 0768483584,0,-11.937109,-5.744272
xanh này đúng không ạ,Xanh này đúng ko ạ,2,-29.755589,-63.532639
bé bạn nhws,Be b nhws,1,-46.844379,-5.687196
hoàn kiếm hà nội,Hoàn kiếm hn,2,-7.19066,-41.417965
15 cửa nam,15 cửa nam,0,1.370831,4.56149
0966633918,0966633918,1,-38.416012,-32.089268
cũng tầm 50k bạn à,cũng tầm 50k b ak,1,-26.855577,-10.049298
0914675888,0914675888,0,4.150163,-10.532204
đây rồi,Đây rồi,2,15.84551,-52.10965
có người quen hỏi mua,Có ng quen hỏi mua,1,-26.555437,12.228217
giờ hành chính mình đ chỉ khác,Giờ HC m đ chỉ khác,5,9.165799,31.834826
giờ hành chính à shop,Giờ hành chính à shop,4,-4.157372,51.778713
g243 khu phố 7 phường long bình thạnh phố biên hòa đồng nai tân cảng icd long bình cổng a kho 10ạ 0368124090,"G243,Khu Phố 7, Phường Long Bình, Thành Phố Biên Hòa, Đồng Nai ( Tân Cảng ICD Long Bình , cổng A, kho 10A)  
0368124090",0,-16.333843,18.337772
em lấy bộ đó,E lấy bộ đó,3,33.60141,-8.530993
em lấy bộ này,E lấy bộ này,3,36.375328,-7.134753
bình relea ý shop,Bình relea ý shop?,1,-37.683243,15.234061
0989775435,0989775435,5,6.055929,30.847429
51 phú diễn,51 phú diễn,4,-30.601177,28.42911
1m và 50cm bạn ạ,1m và 50cm b ạ,5,29.090986,11.759696
thảm và bóng,thảm và bóng,4,-12.170038,23.773865
cầu trượt xích đu ngựa,"cầu trượt, xích đu, ngựa",1,-52.208298,-12.189502
bao gồm tất cả luôn phải không ạ,bao gồm tất cả luôn pk ạ,2,-16.340061,-56.402431
có đầy đủ ghế và 4 khay bạn nhỉ,"Có đầy đủ ghế, và 4 khay bạn nhỉ",0,-22.474285,11.774345
chuyển tổng bao nh bạn nhỉ,Chuyển tổng bao nh bạn nhỉ,1,-42.468269,3.818321
hoặc có thể mình sẽ gọi grab đến chỗ bạn lấy hàng nhé,Hoặc có thể m sẽ gọi grap đến chỗ bạn lấy hàng nhé,0,0.657478,2.370161
rồi bạn gọi grab nhé,Rồi bạn gọi grap nhé,1,-38.747093,3.978523
