sentence,og_sentence,kmeans_cluster,x,y
hướng dẫn lắp cầu trươnt lấy ở đâu,Hướng dẫn lắp cầu trươnt lấy ở đâu,2,28.847191,46.906006
mai lại phải hẹn lại giờ nhận,Mai lại phải hẹn lại giờ nhận,2,-38.355335,41.107807
cố gắng cho tớ hôm nay được không vì tớ hẹn rồi,Cố gắng cho t hnay đc k vì t hẹn rùi,2,-15.787621,48.550655
đang dọn nhà quên không để hxuong,Đang dọn nhà quên ko để hxuong,0,38.115242,34.127838
mình vưqf gọi rồi,Mình vưqf gọi rồi,2,13.648162,36.860359
đây,Đây,0,52.737152,5.481212
gửi về được này cho mình nhé,Gửi về đc này cho mình nhé,4,-70.060394,-15.825127
0916135586,0916135586,5,64.983337,-31.820728
ngân hàng bưu điện liên việt pgd ý yên yên tiến ý yên nam định,"Ngân hàng bưu điện liên việt pgd ý yên, yên tiến, ý yên, nam định",0,53.205452,39.331749
họ nhận tới 21h,Họ nhận tới 21h,0,82.343506,28.278219
bọc phần trên đi,Đọc phần trên đi,0,25.975595,27.789295
đến hôm trước mình bảo bạn kệ đó,Đơn hôm trước mình bảo bạn kê đó,4,-56.079243,37.310749
mình nhận đx tiền rồi,Mình nhận đx tiền rồi,2,-7.265799,44.068768
uhm,Uhm,5,65.273422,-24.95417
tớ đưa hình rõ ràng,T đưa hình rõ ràng,0,83.731644,14.986041
loại khác à,Loại khác à,1,-2.329993,-51.906231
bạn bấm lại vào link đi,Bạn bấm lại vào link đi,2,-9.406334,26.63308
shop cho hỏi,Shop cho hỏi,1,-69.258163,-46.847763
nguyễn thị ngân số nhà 20 đường nguyễn biên thị trấn cẩm xuyên huyện cẩm xuyên tỉnh hà tĩnh,"Nguyễn thị ngân, số nhà 20, đường nguyễn biên, thị trấn cẩm xuyên, huyện cẩm xuyên, tỉnh hà tĩnh",2,22.726624,73.579697
với tính tổng tiền cho mình với ạ,Vơi tính tổng tiền cho m với ạ,4,-34.438782,-15.94154
vậy lấy mình 1 bộ nhé,Vậy lấy m 1 bộ nhé,1,-59.991749,-38.89658
bé mình mới 3 tháng tuổi à,Bé mình mới 3 tháng tuổi à,4,-52.122299,-1.603887
mấy tháng tuổi ngồi được,Mấy tháng tuổi ngồi được,2,-13.945531,22.847944
bạn giao sớm giúp mình để ông bà còn chở cũi về cho mình luôn nhé,B giao sớm giúp m để ông bà còn chở cũi về cho m luôn nhé,2,-2.968246,29.276186
đx bạn nha,Đx b nha,3,20.797443,17.858372
mình mua 2 thanh nối thêm là 2 size khác nhau nha,Mình mua 2 thanh nối thêm là 2 size khác nhau nha,1,-24.909946,-24.891365
2059 chứ nhỉ,2059 chứ nhỉ,0,70.863853,13.241996
ạ 2 thanh nối mình lấy 2 loại khác nhau nha 1 loại 12cm và 1 loại 36cm,"Ah 2 thanh nối mình lấy 2 loại khác nhau nha, 1 loại 12cm và 1 loại 36cm",3,-10.751567,-20.295937
fatz,Fatz,5,40.989922,-49.73605
tầm khoảng 1 triệu thôi ý,Tầm khoảng 1 tr thui ý,3,3.081915,-12.983304
chốt gửi hàng cho mình,Chốt gửi hàng cho mình,4,-36.240505,26.856163
bạn check xong chưa,Bạn check xong chưa?,3,15.387614,20.868753
mắc vậy hả,mắc vậy hả,3,34.314175,-19.37771
0934017388,0934017388,5,75.940285,-38.156757
lê hoang hai yen,le hoang hai yen,0,95.392914,6.39399
cốc topaz city 180 cao lỗ p4 q8 thành phố hồ chí minh em nha,"cc topaz city 180 cao lỗ, p4 q8, tphcm em nha",0,41.193996,65.584412
láng,Láng,5,43.989597,-67.334152
0932234429,0932234429,5,58.668274,-31.035622
764 lăng nhé,764 lăng nhé,0,80.518204,24.839197
về ý yến nam định,Về ý yến. Nam định,2,29.702881,50.297806
à bộ trang 450,À bô thang 450,0,51.434986,-1.752146
shop gửi được không,sh gửi đc ko,4,-81.754753,20.382902
check lên đơn xong chuyển luôn giúp mình nhé,check lên đơn xong chuyển luôn giúp m nhé,2,-23.54961,37.798779
nên mình đang gửi sớm giúp em nhé,nên mình đóng gửi sớm giúp e nhé,4,-58.167912,17.647274
chị lấy quây nhựa í,C lấy quây nhựa í,3,11.828023,-1.336821
1 6m x 1 8m em nhé,"1,6m x 1,8m e nhe",0,33.215321,7.456316
vậy thôi chị lấy cái nhựa kia,Vây thôi c lấy cái nhựa kia,1,-12.371524,-27.520405
thế phải khoan đất ạ,Thế fai khoan đất ah,0,50.161697,-10.465864
uh em ạ,Uh em ah,4,-30.257885,0.555943
bạn ấy bận không xly em ạ,B ấy bận ko xly em ah,3,15.006728,16.889799
chị qên mất không báo lại em là không xly được chị phải lấy cái dây để buộc,"C qên mất ko báo lại e là ko xly đc, c fai lấy cái dây để buộc",2,-10.254478,26.167418
em báo anh ấy qa xly cho chị cái này luôn nhé,E báo anh ấy qa xly cho c cái này luôn nhe,3,2.432653,3.241839
chị đang chờ ở đây,C đang chờ ở đây,2,3.548552,58.266178
bạn có mẫu này kg,ban co mẫu nay kg,1,-4.230791,-50.779057
ạ làm thanh ghế ăn luôn à,à.lam thanh ghế ăn lun à,1,-25.346735,-35.527668
thì khác nhau chỗ nào,thi khac nhau chỗ nao,1,5.32017,-51.875587
trong ngày được thì tốt nhé,Trong ngày được thì tốt nhé,4,-59.718208,39.447895
đến số 57 ngõ 444 đội cấn,Đến số 57 ngõ 444 đội cấn,0,39.085293,52.579628
cho mình 1 bộ này nhé,Cho m 1 bộ này nhé,1,-60.556362,-46.393005
không đổi nha,Ko đổi nha,4,-47.54092,27.992926
con xám nha,Con xám nha,0,41.185646,14.1973
mình chuyển tiền con thú nhún ngựa rồi nha,Mình chuyển tiền con thú nhún ngựa rồi nha,2,14.126358,27.444523
giao vào thành phố hồ chí minh khoảng mấy ngày vậy ạ,Giao vào tphcm khoảng mấy ngày vậy ạ?,2,-3.276457,79.580139
lấy em 1 bộ tàu này nhé,Lấy e 1 bộ tàu này nhé,1,-19.733206,-28.909325
huhu,Huhu,5,55.036621,-65.854782
cho mình xin ảnh nhea,Cho m xin ảnh nhea,3,-14.403059,-3.617879
cho mình cái bập bênh nhot nhé,Cho m cái bập bênh nhot nhé,3,20.820515,4.832843
bộ này nữa nhé,Bộ này nữa nhé,1,-20.864996,-64.456848
667 nguyễn văn cừ cửa hàng ép tuyo thuỷ lực,667 Nguyễn Văn Cừ (cửa hàng ép tuyo thuỷ lực),0,91.41803,22.100178
đây ạ,Đây ạ,1,-5.246637,-35.917831
0904636995,0904636995,5,67.620293,-23.37534
vây ạ,Vay ah,0,58.872795,-1.484429
check là không phải mua thêm thanh chắn,Chắc la k phai mua them thanh chắn,1,-26.590328,-35.374142
1 cái 80 cm 1 cái 70 cm,"1 cái 80 cm,1 cái 70 cm",0,57.159565,10.858788
mình đo rồi,Minh đo roi,2,10.974121,33.310242
cho mình 2 tháng chắc đen số 341 vũ tông phan,Cho minh 2 thang chắn đen số 341 vũ tông Phan,0,39.666512,13.941451
mình mua để đi du lịch,Mình mua để đi du lịch,2,12.961471,33.838879
vậy thôi bạn,Vậy thôi bạn,1,-34.800785,-58.975414
chung cư 5ạ lê đức thọ 0977904678,Chung cư 5a lê đức thọ 0977904678,0,46.441147,51.020935
kệ cả hàng nhỏ,Kể cả hàng nhỏ,3,17.745022,-8.502361
mình không biết lắp bé sơ sinh dùng được không bạn,M k biết lắp bé sơ sinh dùng dc k b,4,-49.165962,29.894558
bạn lắp cho mình được không,B lắp cho m dc k,4,-80.259087,1.329478
sẵn không bạn,Sẵn k b,2,-13.838511,17.657253
không bán theo món là qây xích đu ạ,K bán theo món là qây & xích đu ạ ?,3,37.362381,-9.795952
là bán nguyên set hoặc bán riêng bộ qây,"Là bán nguyên set , hoặc bán riêng bộ qây",0,51.419369,-1.88483
comfy bộ xích đu thêm ạ của bộ vương miện này,Cobf bộ xích đu thêm ạ của bộ vương miện này ?,0,47.055573,-7.367577
mình ở hồ chí minh phí vận chuyển sao ạ,M ở hcm phí vc sao ạ,2,-1.566637,76.631905
0961355493,0961355493,5,66.119308,-37.418236
bé không,Bé Ko,4,-84.944221,0.508809
bé không,Bé Ko,4,-84.944221,0.508809
vây bgio co chương trình ho tro gia vay shop,Vây bgio co ctrinh ho tro gia vay sh,5,42.743778,-44.095543
vây ạ,Vậy a,0,58.872955,-1.484155
dây này shop,Đây nay sh,3,20.164646,-29.975908
shop cho mình hỏi máy tiệt trùng sấy khô fat bgio gia nao bạn,Sh cho minh hoi may tiệt trùng sấy khô fat bgio gia nao bạn,0,33.43269,6.822695
mình cũng không hỏi ở nhà,Mình cũng ko hỏi ở nhà,4,-73.659569,1.11491
mình đi làm không ở nhà ạ,Mình đi làm ko ở nhà ạ,4,-74.263268,0.816484
số mẹ mình,Số mẹ mình,2,-20.631418,33.452366
0913532640,0913532640,5,75.120842,-26.33139
0986846676,0986846676,5,72.404076,-45.045925
số 01 ngách 25 ngõ 505 trần khát chân hà nội ạ,Số 01 ngách 25 ngõ 505 Trần Khát Chân Hà Nội ạ,2,16.272907,75.866364
khoảng mat không ạ,thoang mat ko ạ,3,23.625025,20.146564
em không ạ,êm ko ạ,4,-87.639641,5.649478
bé em 7m,bé e 7m,3,19.062305,10.513083
thks bạn ạ,Thks b ạ,3,33.242378,-17.007071
0977549284,0977549284,5,72.243851,-25.675541
nguyễn thị thu hương,Nguyễn thị thu hương,2,7.05895,63.506798
ngọc trì-kim hoa-mê linh-hà nội,Ngọc trì-kim hoa-mê linh-hà nội,5,39.269661,-39.145054
cái cầu tuột con hang không chị,cai cau tuot con hang k chi,3,-7.358928,-21.62454
em không dac shôe dau,e k dac shoope dau,0,86.216034,21.451584
em đi ra bưu điện em gửi nek,e đi ra bưu điện e gửi nek,2,12.398585,28.119308
vừa cho thành đẩy được ạ,Vừa cho thành đẩy được ạ,2,-27.695969,58.557148
vừa ladm ghế bập bênh được,Vừa ladm ghế bập bệnh được,0,44.944897,7.333886
vậy để em thử đặt,Vậy để e thử đặt,3,-11.093025,9.72349
nếu được hôm nay thì tốt nhất ạ,Nếu đc hnay thì tốt nhất ạ,2,-20.394119,51.109337
vậy thứ 2 ạ,Vậy thứ 2 ạ,1,-14.4024,-42.594112
mai là thứ 7 em không đi làm,Mai là thứ 7 e ko đi làm,4,-48.131481,27.227011
được không ạ,Đc k ạ?,4,-88.587784,10.264688
áo mưa bạn,Áo mưa b,0,87.565102,9.743583
người chuyển đỗ thị hằng nga,Người chuyên đỗ thị hằng nga,0,57.563309,41.140141
mình chuyển cọc 1 triệu nhé,Mình chuyen cọc 1 tr nhé,3,5.300585,9.913282
sao lại 195x2 mua 1 con thôi mà,Sao lại  195x2 .mua 1 con thôi  mà,4,-34.365742,-1.197601
0976750709,0976750709,5,73.62812,-39.504986
to n09b2 khu đô thị mới dịch vọng nhé,toà n09b2 khu đô thị mới dịch vọng nhé,0,35.014168,48.291451
cao vậy hả shop,Cao vậy hả shop,1,-28.311054,-54.686974
quây bóng toy house ý ạ,Quây bóng toy house ý ah,0,43.912605,-6.472142
p411 bạn nhé,P411 bạn nhé,0,29.380339,17.519398
done nhé,Done nhé,0,75.50164,26.265419
cho tớ skt,cho tớ skt,3,25.422594,5.462033
hay quá,May quá,1,-49.131298,-58.25462
mình gọi nói chuyện cho nhanh,Mình gọi nói chuyện cho nhanh,0,36.4412,17.117205
mình nhờ chút với ạ,Mình nhờ chút với ạ,3,-19.153543,-13.042735
sang tuần mình về nghỉ tết rồi,Sang tuần mình về nghỉ tết r,0,34.395615,30.176414
bạn chở qua luôn giúp mình chứ t6 cuối tuần họ đông khách nh đồ họ không nhận đâu ạ,Bạn chở qua luôn giúp mình chứ t6 cuối tuần họ đông khách nh đồ họ k nhận đâu ạ,0,36.311249,33.309784
lớn hơn không chị,Lớn hơn k c,4,-42.067261,10.26595
vậy có loại nào lớn hơn rồi chị,V có loại nào lớn hơn r c,1,-24.690746,-56.916916
2 bé tắm 1 lần đủ không ạ,2 bé tắm 1 lần đủ ko ạ,3,-5.357747,-8.437617
lấy 1 ngựa 2 bộ 1 ghế,"Lay 1 ngụa, 2 bô, 1 ghế",1,-45.110394,-36.30957
phía trên 92 cm phía dưới 90 cm như ảnh trên,Phía trên 92 cm phía dưới 90 cm như ảnh trên,0,78.17733,11.563508
trước shop báo mình 4890k mà,Trc shop báo mình 4890k mà,2,-17.212872,27.754179
em trả tiền mặt nhé,E trả tiền mặt nhé,2,-18.330904,26.405767
fatz,fatz,5,40.989887,-49.736023
em mới gọi điện đặt hàng máy tiệt trùng ftaz,E mới gọi điện đặt hàng máy tiệt trùng Ftaz,2,1.950325,31.39472
nguyễn thị phương phương,Nguyễn thị phương phương,2,-29.996185,60.824093
vietcombank,Vietcombank,5,40.383865,-65.69442
1111000475066,1111000475066,5,65.806328,-23.762732
thế em không lấy nữa à,Thế e ko lấy nữa ak,1,-34.500031,-52.406532
ghế ăn dặm ạ,Ghế ăn dặm ah,3,16.52009,-24.532682
ghế mình gửi ảnh ấy ạ,Ghế mình gửi ảnh ấy ạ,1,-44.401299,-23.885397
293 đường cầu giấy,293 đường cầu giấy,3,11.785316,-10.288999
mình lấy voi thông minh với xếp chồng thả bóng,Mình lấy voi thông minh vs xếp chồng thả bóng,0,47.791233,40.321781
mua hàng nhé bạn,Mùa hồng nhé bạn,4,-77.250046,-2.805927
gửi nhanh dùm mình được kg,Gủi nhanh dùm mình đc kg,0,30.655691,30.676489
208 nguyễn hữu cảnh p22 q binh thanh thành phố hồ chí minh 0966397990 trang nguyen,"208 Nguyen Huu Canh,P22,Q.Binh Thanh,Tphcm
0966397990 Trang Nguyen",0,42.559238,65.3657
được nhé ạ,Đc nhé ạ,4,-81.81115,21.389816
cho mình xin,Cho mình xin,1,-38.866276,-31.965992
0904525011,0904525011,5,71.771042,-32.806683
mình vwuà dặn bà rồi,mình vwuaf dặn bà rồi,0,65.811325,29.406712
bác gọi lại giúp mình nhé,báo gọi lại giúp mình nhé,2,-25.022226,41.841183
ừ vẫn 91 nguyễn chí thanh bạn à,"ừ, vẫn 91 nguyễn chí thanh b à",2,14.061644,58.129715
2 cái nè là 1 đồ cách lắp thui ạ hay là 2 sản phẩm,2 cái nè là 1 do cách lắp thui ah hay là 2 sản phẩm,1,-15.990144,-33.663849
ùa,Ùa,5,71.009613,-32.355045
vậy chứ giao nhanh được không,Zậy chứ giao nhanh dc ko,4,-43.732388,38.408669
oh,Oh,5,38.364517,-64.418938
t7 á,T7 á,5,40.036015,-46.071541
ở sài gòn,Ở sài gòn,0,57.245224,54.323692
không biết tới kip trước tết không ạ,Ko biet tới kip trc tết ko ạ,0,25.468857,31.110584
em có đặt địu cho bé hwa,E có đặt diu cho bé hwa,3,2.451536,2.172216
mình lấy con hồng nhé,M lấy con hồng nhé,4,-51.040207,-4.613223
cho mình hỏi cả bộ này nữa,Cho m hỏi cả bộ này nữa,1,-58.58416,-47.617737
cái cao nhất là 1350k ạ,Cái cao nhất là 1350k a,3,15.136226,-24.88088
shop gửi em kệ tu nhé,Shop gửi e kệ tu nhé,2,11.402837,24.369719
sao phí đac thế shop,Sao phí đac thế shop,3,29.866924,-26.699883
mình ở thành phố hồ chí minh,Mih o tphcm,2,-3.603932,83.762436
nếu mình muốn lấy 2 ghế có được kg shop,Nếu mình muốn lấy 2 ghế có được kg shop,1,-29.121195,-28.298861
mặt bàn mình có thay đổi được kg shop,Mặt bàn mình có thay doi được kg shop,3,-0.36366,12.110437
tay ta,Zay ta,0,88.423538,21.896709
sao hôm bữa báo em là 680k,Sao hôm bữa báo e là 680k,2,-0.123747,43.209763
xong thì bạn bô grap delivẻ sang nhà cho mình nhé,Xong thì bạn book grap deliver sang nhà cho mình nhé,0,33.029522,18.199106
đây bạn nhé,Đây bạn nhé,4,-35.528568,11.401239
hàng đến mình gửi tiền,Hàng đến mình gửi tiền,4,-61.845783,20.913475
thôi đành thế vậy,Thôi đành thế vậy,5,22.419237,-38.796558
mình không thấy ai gọi,Mình ko thấy ai gọi,4,-53.95863,21.25848
32 phùng khắc khoan p phước mỹ thành phố phan rang tháp chàm ninh thuận,"32 phùng khắc khoan, p phước mỹ, tp phan rang tháp chàm ninh thuận",0,59.099495,56.577801
còn ghế ngồi với mấy tiệt trung shop,Còn ghế ngồi vs mấy tiệt trubgf shop?,1,-17.284864,-41.943359
0987557803,0987557803,5,64.334023,-35.115376
trong size bé nhé,Trắng sz bé nhé,4,-69.944099,-1.475605
gửi tớ với,Gửi tớ với,4,-68.673706,-18.033409
không phải không s luon,K pk s luon,2,0.05007,38.151058
em hỏi đó nặng 20kg không,E hoi đó nặng 20kg k,2,17.963316,25.943176
mình đặt giúp,Mình đặt giúp,4,-61.230907,15.134638
thảm 0768483584,Thảo: 0768483584,0,83.216331,8.810626
xanh này đúng không ạ,Xanh này đúng ko ạ,1,-29.206879,-46.116016
bé bạn nhws,Be b nhws,3,23.738712,14.747035
hoàn kiếm hà nội,Hoàn kiếm hn,2,16.086718,80.982269
15 cửa nam,15 cửa nam,0,47.997505,51.105446
0966633918,0966633918,5,73.122101,-34.338745
cũng tầm 50k bạn à,cũng tầm 50k b ak,3,15.205555,17.217512
0914675888,0914675888,5,73.962433,-41.302788
đây rồi,Đây rồi,2,-3.554966,42.36293
có người quen hỏi mua,Có ng quen hỏi mua,3,-1.594274,2.048091
giờ hành chính mình đ chỉ khác,Giờ HC m đ chỉ khác,2,19.127285,26.281996
giờ hành chính à shop,Giờ hành chính à shop,2,-30.378862,30.111891
g243 khu phố 7 phường long bình thạnh phố biên hòa đồng nai tân cảng icd long bình cổng a kho 10ạ 0368124090,"G243,Khu Phố 7, Phường Long Bình, Thành Phố Biên Hòa, Đồng Nai ( Tân Cảng ICD Long Bình , cổng A, kho 10A)  
0368124090",0,42.917885,61.580681
em lấy bộ đó,E lấy bộ đó,1,-54.876431,-35.341137
em lấy bộ này,E lấy bộ này,1,-50.900791,-46.629379
bình relea ý shop,Bình relea ý shop?,3,-8.292625,4.272686
0989775435,0989775435,5,66.800972,-33.392445
51 phú diễn,51 phú diễn,5,39.504623,-41.113876
1m và 50cm bạn ạ,1m và 50cm b ạ,3,19.399769,-13.910721
thảm và bóng,thảm và bóng,1,-50.960236,-54.698971
cầu trượt xích đu ngựa,"cầu trượt, xích đu, ngựa",3,-3.20696,-28.671602
bao gồm tất cả luôn phải không ạ,bao gồm tất cả luôn pk ạ,4,-27.710722,7.678586
có đầy đủ ghế và 4 khay bạn nhỉ,"Có đầy đủ ghế, và 4 khay bạn nhỉ",3,17.505995,-20.617292
chuyển tổng bao nh bạn nhỉ,Chuyển tổng bao nh bạn nhỉ,3,-0.069484,16.730673
hoặc có thể mình sẽ gọi grab đến chỗ bạn lấy hàng nhé,Hoặc có thể m sẽ gọi grap đến chỗ bạn lấy hàng nhé,2,-11.891568,26.706104
rồi bạn gọi grab nhé,Rồi bạn gọi grap nhé,2,-11.400839,38.605022
